"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06001451505","Census Tract 4515.05, Alameda County, California","B01001_001",3418,211,3418,211
"06001451506","Census Tract 4515.06, Alameda County, California","B01001_001",3385,324,3385,324
"06001451601","Census Tract 4516.01, Alameda County, California","B01001_001",5362,246,5362,246
"06001451602","Census Tract 4516.02, Alameda County, California","B01001_001",6809,377,6809,377
"06001451701","Census Tract 4517.01, Alameda County, California","B01001_001",3112,231,3112,231
"06001451703","Census Tract 4517.03, Alameda County, California","B01001_001",4080,202,4080,202
"06001451704","Census Tract 4517.04, Alameda County, California","B01001_001",4519,266,4519,266
"06001981900","Census Tract 9819, Alameda County, California","B01001_001",58,43,58,43
"06001982000","Census Tract 9820, Alameda County, California","B01001_001",63,28,63,28
"06001983200","Census Tract 9832, Alameda County, California","B01001_001",583,68,583,68
"06001990000","Census Tract 9900, Alameda County, California","B01001_001",0,12,0,12
"06003010000","Census Tract 100, Alpine County, California","B01001_001",1039,161,1039,161
"06005000101","Census Tract 1.01, Amador County, California","B01001_001",3908,376,3908,376
"06005000102","Census Tract 1.02, Amador County, California","B01001_001",1982,346,1982,346
"06005000200","Census Tract 2, Amador County, California","B01001_001",4748,490,4748,490
"06005000301","Census Tract 3.01, Amador County, California","B01001_001",5105,295,5105,295
"06005000303","Census Tract 3.03, Amador County, California","B01001_001",5623,526,5623,526
"06005000304","Census Tract 3.04, Amador County, California","B01001_001",4597,372,4597,372
"06005000401","Census Tract 4.01, Amador County, California","B01001_001",4675,446,4675,446
"06005000402","Census Tract 4.02, Amador County, California","B01001_001",4639,574,4639,574
"06005000500","Census Tract 5, Amador County, California","B01001_001",3152,287,3152,287
"06007000102","Census Tract 1.02, Butte County, California","B01001_001",4032,277,4032,277
"06007000103","Census Tract 1.03, Butte County, California","B01001_001",5393,282,5393,282
"06007000104","Census Tract 1.04, Butte County, California","B01001_001",5517,463,5517,463
"06007000201","Census Tract 2.01, Butte County, California","B01001_001",4075,399,4075,399
"06007000202","Census Tract 2.02, Butte County, California","B01001_001",3703,329,3703,329
"06007000300","Census Tract 3, Butte County, California","B01001_001",4764,418,4764,418
"06007000401","Census Tract 4.01, Butte County, California","B01001_001",4186,384,4186,384
"06007000402","Census Tract 4.02, Butte County, California","B01001_001",7973,465,7973,465
"06007000501","Census Tract 5.01, Butte County, California","B01001_001",4793,416,4793,416
"06007000502","Census Tract 5.02, Butte County, California","B01001_001",4402,430,4402,430
"06007000601","Census Tract 6.01, Butte County, California","B01001_001",3530,315,3530,315
"06007000603","Census Tract 6.03, Butte County, California","B01001_001",3681,509,3681,509
"06007000604","Census Tract 6.04, Butte County, California","B01001_001",4245,513,4245,513
"06007000700","Census Tract 7, Butte County, California","B01001_001",4626,434,4626,434
"06007000800","Census Tract 8, Butte County, California","B01001_001",5664,365,5664,365
"06007000901","Census Tract 9.01, Butte County, California","B01001_001",2656,261,2656,261
"06007000903","Census Tract 9.03, Butte County, California","B01001_001",6697,469,6697,469
"06007000904","Census Tract 9.04, Butte County, California","B01001_001",7107,514,7107,514
"06007001000","Census Tract 10, Butte County, California","B01001_001",4122,823,4122,823
"06007001100","Census Tract 11, Butte County, California","B01001_001",4388,517,4388,517
"06007001200","Census Tract 12, Butte County, California","B01001_001",3706,416,3706,416
"06007001300","Census Tract 13, Butte County, California","B01001_001",3689,303,3689,303
"06007001400","Census Tract 14, Butte County, California","B01001_001",6088,782,6088,782
"06007001500","Census Tract 15, Butte County, California","B01001_001",5834,677,5834,677
"06007001600","Census Tract 16, Butte County, California","B01001_001",4753,488,4753,488
"06007001702","Census Tract 17.02, Butte County, California","B01001_001",5727,502,5727,502
"06007001703","Census Tract 17.03, Butte County, California","B01001_001",2731,337,2731,337
"06007001704","Census Tract 17.04, Butte County, California","B01001_001",3583,355,3583,355
"06007001800","Census Tract 18, Butte County, California","B01001_001",4356,440,4356,440
"06007001900","Census Tract 19, Butte County, California","B01001_001",2625,320,2625,320
"06007002000","Census Tract 20, Butte County, California","B01001_001",4974,539,4974,539
"06007002100","Census Tract 21, Butte County, California","B01001_001",3603,622,3603,622
"06007002200","Census Tract 22, Butte County, California","B01001_001",5138,602,5138,602
"06007002300","Census Tract 23, Butte County, California","B01001_001",4263,641,4263,641
"06007002400","Census Tract 24, Butte County, California","B01001_001",4660,362,4660,362
"06007002500","Census Tract 25, Butte County, California","B01001_001",5946,475,5946,475
"06007002601","Census Tract 26.01, Butte County, California","B01001_001",2599,338,2599,338
"06007002602","Census Tract 26.02, Butte County, California","B01001_001",3628,407,3628,407
"06007002700","Census Tract 27, Butte County, California","B01001_001",5953,517,5953,517
"06007002800","Census Tract 28, Butte County, California","B01001_001",3883,430,3883,430
"06007002900","Census Tract 29, Butte County, California","B01001_001",2907,354,2907,354
"06007003001","Census Tract 30.01, Butte County, California","B01001_001",2553,491,2553,491
"06007003002","Census Tract 30.02, Butte County, California","B01001_001",3158,386,3158,386
"06007003100","Census Tract 31, Butte County, California","B01001_001",4573,353,4573,353
"06007003200","Census Tract 32, Butte County, California","B01001_001",4210,409,4210,409
"06007003300","Census Tract 33, Butte County, California","B01001_001",4083,337,4083,337
"06007003400","Census Tract 34, Butte County, California","B01001_001",3681,413,3681,413
"06007003501","Census Tract 35.01, Butte County, California","B01001_001",3773,388,3773,388
"06007003502","Census Tract 35.02, Butte County, California","B01001_001",4495,409,4495,409
"06007003600","Census Tract 36, Butte County, California","B01001_001",4202,335,4202,335
"06007003700","Census Tract 37, Butte County, California","B01001_001",4889,484,4889,484
"06009000120","Census Tract 1.20, Calaveras County, California","B01001_001",4694,412,4694,412
"06009000121","Census Tract 1.21, Calaveras County, California","B01001_001",4483,222,4483,222
"06009000122","Census Tract 1.22, Calaveras County, California","B01001_001",3560,463,3560,463
"06009000210","Census Tract 2.10, Calaveras County, California","B01001_001",11100,793,11100,793
"06009000220","Census Tract 2.20, Calaveras County, California","B01001_001",6795,658,6795,658
"06009000300","Census Tract 3, Calaveras County, California","B01001_001",7496,986,7496,986
"06009000400","Census Tract 4, Calaveras County, California","B01001_001",2722,411,2722,411
"06009000501","Census Tract 5.01, Calaveras County, California","B01001_001",2776,517,2776,517
"06009000503","Census Tract 5.03, Calaveras County, California","B01001_001",1431,338,1431,338
"06009000504","Census Tract 5.04, Calaveras County, California","B01001_001",457,147,457,147
"06011000100","Census Tract 1, Colusa County, California","B01001_001",5647,403,5647,403
"06011000200","Census Tract 2, Colusa County, California","B01001_001",5027,356,5027,356
"06011000300","Census Tract 3, Colusa County, California","B01001_001",5963,192,5963,192
"06011000400","Census Tract 4, Colusa County, California","B01001_001",2252,301,2252,301
"06011000500","Census Tract 5, Colusa County, California","B01001_001",2565,247,2565,247
"06013301000","Census Tract 3010, Contra Costa County, California","B01001_001",5150,524,5150,524
"06013302005","Census Tract 3020.05, Contra Costa County, California","B01001_001",7290,561,7290,561
"06013302006","Census Tract 3020.06, Contra Costa County, California","B01001_001",3775,248,3775,248
"06013302007","Census Tract 3020.07, Contra Costa County, California","B01001_001",6652,447,6652,447
"06013302008","Census Tract 3020.08, Contra Costa County, California","B01001_001",8781,491,8781,491
"06013302009","Census Tract 3020.09, Contra Costa County, California","B01001_001",7279,719,7279,719
"06013302010","Census Tract 3020.10, Contra Costa County, California","B01001_001",11767,763,11767,763
"06013303102","Census Tract 3031.02, Contra Costa County, California","B01001_001",9625,661,9625,661
"06013303103","Census Tract 3031.03, Contra Costa County, California","B01001_001",12652,767,12652,767
"06013303201","Census Tract 3032.01, Contra Costa County, California","B01001_001",12171,844,12171,844
"06013303202","Census Tract 3032.02, Contra Costa County, California","B01001_001",7439,646,7439,646
"06013303203","Census Tract 3032.03, Contra Costa County, California","B01001_001",10070,560,10070,560
"06013303204","Census Tract 3032.04, Contra Costa County, California","B01001_001",4751,406,4751,406
"06013303205","Census Tract 3032.05, Contra Costa County, California","B01001_001",8931,497,8931,497
"06013304001","Census Tract 3040.01, Contra Costa County, California","B01001_001",5272,357,5272,357
"06013304002","Census Tract 3040.02, Contra Costa County, California","B01001_001",1463,179,1463,179
"06013304003","Census Tract 3040.03, Contra Costa County, California","B01001_001",3793,286,3793,286
"06013304004","Census Tract 3040.04, Contra Costa County, California","B01001_001",4114,310,4114,310
"06013304005","Census Tract 3040.05, Contra Costa County, California","B01001_001",8766,722,8766,722
"06013305000","Census Tract 3050, Contra Costa County, California","B01001_001",6561,630,6561,630
"06013306002","Census Tract 3060.02, Contra Costa County, California","B01001_001",3837,472,3837,472
"06013306003","Census Tract 3060.03, Contra Costa County, California","B01001_001",5193,482,5193,482
"06013306004","Census Tract 3060.04, Contra Costa County, California","B01001_001",3616,382,3616,382
"06013307101","Census Tract 3071.01, Contra Costa County, California","B01001_001",4516,414,4516,414
"06013307102","Census Tract 3071.02, Contra Costa County, California","B01001_001",5330,422,5330,422
"06013307201","Census Tract 3072.01, Contra Costa County, California","B01001_001",3803,422,3803,422
"06013307202","Census Tract 3072.02, Contra Costa County, California","B01001_001",4299,357,4299,357
"06013307204","Census Tract 3072.04, Contra Costa County, California","B01001_001",4386,334,4386,334
"06013307205","Census Tract 3072.05, Contra Costa County, California","B01001_001",7557,758,7557,758
"06013308001","Census Tract 3080.01, Contra Costa County, California","B01001_001",7653,706,7653,706
"06013308002","Census Tract 3080.02, Contra Costa County, California","B01001_001",4472,389,4472,389
"06013309000","Census Tract 3090, Contra Costa County, California","B01001_001",3546,324,3546,324
"06013310000","Census Tract 3100, Contra Costa County, California","B01001_001",6257,651,6257,651
"06013311000","Census Tract 3110, Contra Costa County, California","B01001_001",5329,467,5329,467
"06013312000","Census Tract 3120, Contra Costa County, California","B01001_001",2243,263,2243,263
"06013313101","Census Tract 3131.01, Contra Costa County, California","B01001_001",7178,548,7178,548
"06013313102","Census Tract 3131.02, Contra Costa County, California","B01001_001",4595,405,4595,405
"06013313103","Census Tract 3131.03, Contra Costa County, California","B01001_001",8866,694,8866,694
"06013313203","Census Tract 3132.03, Contra Costa County, California","B01001_001",3456,310,3456,310
"06013313204","Census Tract 3132.04, Contra Costa County, California","B01001_001",5538,399,5538,399
"06013313205","Census Tract 3132.05, Contra Costa County, California","B01001_001",1696,128,1696,128
